🐼四川重庆频道👉全网,#genre#
金牌综艺,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227004/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkcfszuSJNo6WZ8h7xrIswA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWi_zfgUXV5YnB6haFF-C2%2CEND
北京IPTV 4K超清[0*0],http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
北京国际,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226510/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EIfgL7tTUNqHAIdgvKuwj8A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPr9j5nfyiWS_jEXD6m401A%2CEND
北京新闻,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226437/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EncK5uEAdYwWMsf8WJWI1mQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_LSIQh_h2P54Cz-MqgJqC%2CEND
北京文艺,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226440/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWrJcgMpdGPvZavpf4dmmrQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNhmwDsUZnvQgU5E5wiGA2g%2CEND
北京体育休闲,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EeVAybrHg955d_IRT9e_uHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMLCKqkSfuGOusJwBMwlCbz%2CEND
北京影视,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226433/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EygquRbh9L0wUPRY53fsZWw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO62IynDcU1yYDL1b4Xte8T%2CEND
北京生活,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226514/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Es-PVNcPJsjr_oBdcXGT40g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWvZ0r6eMXcXJOGrCpJiq1%2CEND
北京财经,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eh9_SEkmWeMdS1TMnIILZgg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPIiicEW7OIvk1s-X-PXHqO%2CEND
北京纪实科教,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejj3PtVjzl6ZzFdM-Vi1dmQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPJa61jREJv4ZfZigyrxX0U%2CEND
北京IPTV 淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOuQYJeiYEeFWTkFfE86Vq-%2CEND
北京IPTV 淘娱乐,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex0efg9fpenP8E8lWJUb5Lg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 淘BABY,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EN0sbBMpQv4sLsW5foy3YfA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 萌宠TV,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_PpxWPtvSZRFtu_Ged_-vQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO0istnBuoA2R9ODSCqyIyS%2CEND
中国教育1台,http://[2409:8087:1:20:20::2a]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EB8MrpAzJ_Bw12HHVBcZO6g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNONWWecbSKZXNjh_5hExtTC%2CEND
中国教育2台[785*576],http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
中国教育4台[785*576],http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226557/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBzZToIaOOoaa_jAUfhUQHQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOD9BEmVSNbqSQpqXZxnxbk%2CEND
👉咪咕👈,#genre#
CCTV1,
http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv1
CCTV2,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv2
CCTV3,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv3
CCTV4,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv4
CCTV4欧洲,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv4o
CCTV5+,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv5p
CCTV6,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv6
CCTV7,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv7
CCTV8,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv8
CCTV9,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv9
CCTV10,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv10
CCTV11,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv11
CCTV12,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv12
CCTV13,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv13
CCTV14,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv14
CCTV15,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv15
CCTV16,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv16
CCTV17,
http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv17
CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV4,http://goo.bkpcp.top/mg/cctv4
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV5+,http://goo.bkpcp.top/mg/cctv5p
CCTV6,http://goo.bkpcp.top/mg/cctv6
CCTV7,http://goo.bkpcp.top/mg/cctv7
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV9,http://goo.bkpcp.top/mg/cctv9
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV12,http://goo.bkpcp.top/mg/cctv12
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV17,http://goo.bkpcp.top/mg/cctv17
中央新影-发现之旅,http://goo.bkpcp.top/mg/fxzl
中央新影-老故事,http://goo.bkpcp.top/mg/lgs
中央新影-中学生,http://goo.bkpcp.top/mg/zxs
CGTN纪录,http://goo.bkpcp.top/mg/cgtnjl
CGTN西语,http://goo.bkpcp.top/mg/cgtne
CGTN阿语,http://goo.bkpcp.top/mg/cgtna
CGTN法语,http://goo.bkpcp.top/mg/cgtnf
CGTN俄语,http://goo.bkpcp.top/mg/cgtnr
东方卫视,http://goo.bkpcp.top/mg/dfws
吉林卫视,http://goo.bkpcp.top/mg/jlws
青海卫视,http://goo.bkpcp.top/mg/qhws
陕西卫视,http://goo.bkpcp.top/mg/sxws
湖北卫视,http://goo.bkpcp.top/mg/hubws
江西卫视,http://goo.bkpcp.top/mg/jxws
江苏卫视,http://goo.bkpcp.top/mg/jsws
广东卫视,http://goo.bkpcp.top/mg/gdws
大湾区卫视,http://goo.bkpcp.top/mg/dwqws
海南卫视,http://goo.bkpcp.top/mg/hinws
四海钓鱼,http://goo.bkpcp.top/mg/shdy
江苏教育,http://goo.bkpcp.top/mg/jsjy
山东教育,http://goo.bkpcp.top/mg/sdjy
游戏风云,http://goo.bkpcp.top/mg/yxfy
欢笑剧场,http://goo.bkpcp.top/mg/hxjc
CCTV1,http://119.91.33.253/migu.php?id=cctv1 
CCTV2,http://119.91.33.253/migu.php?id=cctv2 
CCTV3,http://119.91.33.253/migu.php?id=cctv3 
CCTV4,http://119.91.33.253/migu.php?id=cctv4 
CCTV5,http://119.91.33.253/migu.php?id=cctv5 
CCTV5+,http://119.91.33.253/migu.php?id=cctv5p 
CCTV6,http://119.91.33.253/migu.php?id=cctv6 
CCTV7,http://119.91.33.253/migu.php?id=cctv7 
CCTV8,http://119.91.33.253/migu.php?id=cctv8 
CCTV9,http://119.91.33.253/migu.php?id=cctv9 
CCTV10,http://119.91.33.253/migu.php?id=cctv10 
CCTV11,http://119.91.33.253/migu.php?id=cctv11 
CCTV12,http://119.91.33.253/migu.php?id=cctv12 
CCTV13,http://119.91.33.253/migu.php?id=cctv13 
CCTV14,http://119.91.33.253/migu.php?id=cctv14 
CCTV15,http://119.91.33.253/migu.php?id=cctv15 
CCTV17,http://119.91.33.253/migu.php?id=cctv17


CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
中央新影-发现之旅,http://z.b.bkpcp.top/m.php?id=fxzl
中央新影-老故事,http://z.b.bkpcp.top/m.php?id=lgs
中央新影-中学生,http://z.b.bkpcp.top/m.php?id=zxs
CGTN纪录,http://z.b.bkpcp.top/m.php?id=cgtnjl
CGTN西语,http://z.b.bkpcp.top/m.php?id=cgtne
CGTN阿语,http://z.b.bkpcp.top/m.php?id=cgtna
CGTN法语,http://z.b.bkpcp.top/m.php?id=cgtnf
CGTN俄语,http://z.b.bkpcp.top/m.php?id=cgtnr
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
吉林卫视,http://z.b.bkpcp.top/m.php?id=jlws
青海卫视,http://z.b.bkpcp.top/m.php?id=qhws
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws
海南卫视,http://z.b.bkpcp.top/m.php?id=hinws
四海钓鱼,http://z.b.bkpcp.top/m.php?id=shdy
江苏教育,http://z.b.bkpcp.top/m.php?id=jsjy
山东教育,http://z.b.bkpcp.top/m.php?id=sdjy
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy

CCTV1m,http://150.158.112.123/公众号~玉玉软件库/mgg.php?id=mg24hty
CCTV2n ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv2
CCTV3n,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv3
CCTV4n,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv4
CCTV4n,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv4a
CCTV4,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv4o
CCTV5,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv5
CCTV5+,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv5p
CCTV6,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv6
CCTV7,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv7
CCTV8,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv8
CCTV9,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv9
CCTV10,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv10
CCTV11,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv11
CCTV12,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv12
CCTV13,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv13
CCTV14,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv14
CCTV15,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv15
CCTV17,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cctv17
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=fxzl
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=lgs
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=zxs
CGTN,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtn
CGTN,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtnjl
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtne
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtnf
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtna
CCTV,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cgtnr

东方卫视x,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dfws
重庆卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=HQws
吉林卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jlws
辽宁卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=lnws
内蒙古卫视  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=nmws
宁夏卫视x   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=nxws
甘肃卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gsws
青海卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=qhws
陕西卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=sxws
山东卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=sdws
河南卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hnws
湖北卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hubws
湖南卫视x   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hunws
江西卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jxws
江苏卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsws
东南卫视x   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dnws
海峡卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hxws
广东卫视x   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gdws
大湾区卫视  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dwqws
广西卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gxws
云南卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ynws
贵州卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gzws
新疆卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xjws
西藏卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xzws
海南卫视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hinws
四海钓鱼,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=shdy
CHC动作电影 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=chcdzdy
CHC家庭影院 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=chcjtdy
东方影视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dfys
上海新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=shxwzh
上海第一财,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dycj
上视纪实人文,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=shjsrw
上海外语,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=shics
法治天地,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=fztd
劲爆体育,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jbty
魅力足球,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=mlzq
乐游    ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ly
欢笑剧场,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hxjc
七彩戏剧,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=qcxj
游戏风云,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=yxfy
临洮电视台,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=lttv
江苏城市,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jscs
江苏综艺,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jszy
江苏影视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsys
江苏公共新闻,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsggxw
江苏国际,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsgj
江苏教育,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsjy
江苏体育休闲,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jstyxx
优漫卡通,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ymkt
南京新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=njxwzh
南京教科,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=njkj
南京十八,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=njsb
淮安新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=haxwzh
连云港新闻综合   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=lygxwzh
苏州新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=szxwzh
泰州新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=tzxwzh
宿迁新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=sqxwzh
徐州新闻综合,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xzxwzh
广东影视,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gdys
嘉佳卡通,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jjkt
未知1,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hllmc1
未知2,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hllmc29
未知3,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hllmc30

24小时亚洲杯频道 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=24hyzb
CBA经典  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=cbajd
掼蛋精英赛,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gdjys
高清大片 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=gqdp
和平精英赛事 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hpjxss
红色轮播台,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=hslbt
经典动画大集合    ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jddhdjh
经典深圳旁边电影  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jdxgdy
军事迷必看大片    ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=jsdp
历届春晚回顾 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ljcwhg
咪咕24小时体育台  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=mg24hty
玫瑰轮播台,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=mglbt
NBA经典 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=nbajd
欧洲足球风云,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ozzqfy
全民乒乓,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=qmpp
热剧联播,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=rjlb
赛事最经典,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=sszjd
体坛名栏汇,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ttmlh
UFC格斗精选 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ufcgdjx
五大联赛经典,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=wdlsjd
乡村振兴,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xczx
幸福中国年,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xfzgn
新片放映厅,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xpfyt
英雄联盟赛事,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=yxlmss
周杰伦现场,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=zjlxc
最强综艺趴,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=zqzyp

熊猫01高清,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xmpd
熊猫1   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm1
熊猫2   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm2
熊猫3   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm3
熊猫4   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm4
熊猫5   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm5
熊猫6   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm6
熊猫7   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm7
熊猫8   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm8
熊猫9   ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm9
熊猫10  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=xm10

龙胜龙脊梯田,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=lsljtt
大藤峡  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=dtx
邕城    ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=yc
遇龙河  ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=ylh
开封金明广场,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=kfjmgc
开封清明上河园西门,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=kfqmshyxm
开封连霍高速路口 ,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=kflhgsgl
开封鼓楼,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=kfgl
武汉光谷,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=whgg
武汉江汉关,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=whjhg
武汉黄鹤楼,http://150.158.112.123/公众号~玉玉软件库/migu.php?id=whhhl
📺央视频道,#genre#
CCTV-1, http://183.94.1.118:8801/tsfile/live/0001_1.m3u8
CCTV-1, http://120.192.226.35:8009/hls/501/index.m3u8
CCTV-1, https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV-1, http://123.182.60.29:9002/hls/1/index.m3u8
CCTV-1, http://112.123.206.32:808/hls/1/index.m3u8
CCTV-1, http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1, http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV-1, http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV-1, http://mh0.asia:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV-1, http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV-2, http://183.94.1.118:8801/tsfile/live/0002_1.m3u8
CCTV-2, http://120.192.226.35:8009/hls/502/index.m3u8
CCTV-2, http://123.182.60.29:9002/hls/2/index.m3u8
CCTV-2, http://112.123.206.32:808/hls/2/index.m3u8
CCTV-2, http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2, http://36.105.100.208:35455/gaoma/cctv2.m3u8
CCTV-2, http://iptv.0564.org:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV-2, http://mh0.asia:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV-2, http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV-2, https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8
CCTV-3, http://183.94.1.118:8801/tsfile/live/0003_1.m3u8
CCTV-3, http://120.192.226.35:8009/hls/3/index.m3u8
CCTV-3, http://123.182.60.29:9002/hls/3/index.m3u8
CCTV-3, http://58.17.48.228:808/hls/3/index.m3u8
CCTV-3, http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3, http://36.105.100.208:35455/gaoma/cctv3.m3u8
CCTV-3, http://iptv.0564.org:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV-3, http://mh0.asia:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV-3, https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8
